advertiser,campaign_name,campaign_id,category,start_date,impressions,clicks
Ruth Strauss,ORD-00285760 Ruth Strauss 2024,1700065,Health,2024-01-01,208608,94
Waitrose,ORD-00289156_Direct_Waitrose_MGOMD_No.1_Oct_LD,1781537,Supermarket,2024-01-01,208380,3143
Waitrose,ORD-00289156_Direct_Waitrose_MGOMD_No.1_Oct_LD,1781537,Supermarket,2024-01-01,208371,4236
Superdrug,ORD-00298203_Direct_Digi_Superdrug_GoodFood_Jan2026,2232195,Health,2026-01-01,208366,47
Superdrug,ORD-00298203_Direct_Digi_Superdrug_GoodFood_Jan2026,2232195,Health,2026-01-01,208364,67
Mars,ORD-00292262_MarsSprinbake2025_M&MS_Jan-April,1924981,Food,2025-01-01,208355,168
Mars,ORD-00292262_MarsSprinbake2025_M&MS_Jan-April,1924981,Food,2025-01-01,208334,123
Waitrose,ORD-00289156_Direct_Waitrose_MGOMD_No.1_Oct_LD,1781537,Supermarket,2024-01-01,208237,852
bet365,ORD-00291479_bet365 H1 2025,1900569,Gambling,2025-01-01,208208,9400
Diageo,Diageo_JohnnieWalkerBlack_Sep-Dec (Native),1817891,Alcohol,2024-01-01,208141,2386
Arla,PG_Arla_Baileys_Xmas_24,1878795,Food,2024-01-01,207549,2026
Arla Lurpak,PG_Arla_Baileys_Xmas_24,1880693,Food,2024-01-01,207549,2026
Arla Lurpak,PG_Arla_Baileys_Xmas_24,1880693,Food,2024-01-01,207539,2646
Arla,PG_Arla_Baileys_Xmas_24,1878795,Food,2024-01-01,207539,2646
Disney+,PG_Disney_Moana 2_Nov 2024,1827805,Entertainment,2024-01-01,207513,4709
The Walt Disney Company,PG_Disney_Zenith_Snow White_March 2025,1932203,Entertainment,2025-01-01,207233,3987
Apple,ORD-00286876 _Direct_Apple_MGOMD_BadMonkey_Aug_LD,1721087,Entertainment,2024-01-01,206896,66
Ford,ORD-00294423 & ORD-00294461_Direct_ Digi_Ford Power Promise Part 1,2030355,Motoring,2025-01-01,206501,2935
Dacia,PG_MGOMD_DaciaSpring_TopGear_July-Sept_LD,1819886,Motoring,2024-01-01,205703,72
Dacia,PG_MGOMD_DaciaSpring_TopGear_July-Sept_LD,1819886,Motoring,2024-01-01,205700,280
Dacia,PG_MGOMD_DaciaSpring_TopGear_July-Sept_LD,1819886,Motoring,2024-01-01,205700,105
Dacia,PG_MGOMD_DaciaSpring_TopGear_July-Sept_LD,1819886,Motoring,2024-01-01,205691,127
Dacia,PG_MGOMD_DaciaSpring_TopGear_July-Sept_LD,1819886,Motoring,2024-01-01,205685,96
Diageo,Diageo_JohnnieWalkerBlack_Sep-Dec (Native),1817891,Alcohol,2024-01-01,201612,1698
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,200735,241
Diageo,ORD-00290179_Diageo_Whisky_Widget_PHD_Jan-June25,1953536,Alcohol,2025-01-01,200659,30
Diageo,ORD-00290179_Diageo_Whisky Widget_PHD_Jan-June25,1938830,Alcohol,2025-01-01,200659,30
Peter Nyssen,"ORD-00290406_Peter Nyssen Competition, Solus, Social Carousel, Skins 01.08.2025 - 31.10.2025",2113782,Gardening,2025-01-01,200114,7144
Ristorante,ORD-00294283_Ristorante_WM_partnership_July-Sept2025,2069878,Food,2025-01-01,200094,3486
bet365,ORD-00285518_bet365 H2 2024,1698422,Gambling,2024-01-01,200056,48
Beko,ORD-00293616_Beko_RunningTotal_GFKitchenvalue2025,1973988,Tech,2025-01-01,200047,5338
bet365,ORD-00285518_bet365 H2 2024,1698422,Gambling,2024-01-01,200036,13
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,200031,70
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,200029,33
Holland & Barrett,ORD-00291348_H&B P3 Nutrition_Skins&MMA_Jan 25,1879540,Health,2025-01-01,200021,203
Paramount+,Paramount+_Wavemaker_High Stakes Drama_APP,1808893,Entertainment,2024-01-01,200021,2036
bet365,ORD-00285518_bet365 H2 2024,1698422,Gambling,2024-01-01,200018,269
bet365,ORD-00285518_bet365 H2 2024,1698422,Gambling,2024-01-01,200016,208
bet365,ORD-00285518_bet365 H2 2024,1698422,Gambling,2024-01-01,200016,103
bet365,ORD-00285518_bet365 H2 2024,1698422,Gambling,2024-01-01,200014,375
bet365,ORD-00285518_bet365 H2 2024,1698422,Gambling,2024-01-01,200010,581
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,200010,32
HBO Max,ORD-00299155_HBOMAX_Radio_Times_2026,2293143,Entertainment,2026-01-01,200009,1340
bet365,ORD-00285518_bet365 H2 2024,1698422,Gambling,2024-01-01,200007,6
Cuprinol,ORD-00280426_Cuprinol_Q2 2024_Partnership_Mediahub,1580624,Health,2024-01-01,200007,237
Ocado,ORD-00285279_Ocado Made For Mums 2024,1798599,Parenting,2024-01-01,200006,2316
bet365,ORD-00285518_bet365 H2 2024,1698422,Gambling,2024-01-01,200006,10
bet365,ORD-00285518_bet365 H2 2024,1698422,Gambling,2024-01-01,200006,79
bet365,ORD-00278321 _bet365 H1 2024,1524821,Gambling,2024-01-01,200004,67
bet365,ORD-00285518_bet365 H2 2024,1698422,Gambling,2024-01-01,200004,306
Astus,ORD-00289352_Yorkshire Provender Q4 2024,1875587,Food,2024-01-01,200004,487
Paramount+,Paramount+_Wavemaker_High Stakes Drama_APP,1808893,Entertainment,2024-01-01,200004,4649
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,200003,76
OOONO,ORD-00292370_OOONO Digital Advertorial,1962165,Entertainment,2025-01-01,200002,1566
bet365,ORD-00285518_bet365 H2 2024,1698422,Gambling,2024-01-01,200002,178
bet365,ORD-00278321 _bet365 H1 2024,1524821,Gambling,2024-01-01,200001,36
Holland & Barrett,ORD-00291348_H&B P3 Nutrition_Skins&MMA_Jan 25,1879540,Health,2025-01-01,200001,415
Astus,ORD-00289352_Yorkshire Provender Q4 2024,1875587,Food,2024-01-01,200000,214
Apple,ORD-00291957_Direct_Apple_TheGorge RT_Feb_LD,1926005,Entertainment,2025-01-01,199609,4370
Ford,ORD-00294423 & ORD-00294461_Direct_ Digi_Ford Power Promise Part 1,2030355,Motoring,2025-01-01,199439,244
Peugeot,ORD-00298865_Direct_Digi_Peugeot_Q1_2026,2280253,Motoring,2026-01-01,198407,2106
Pernod Ricard,ORD-00284977 _Direct_MGOMD_Pernod_Malibu_Alwayson_Jul-Dec_LD,1680361,Alcohol,2024-01-01,196097,873
Pernod Ricard,ORD-00291461/ORD-00291460_Dentsu_Pernod Ricard_2025,1878661,Alcohol,2024-01-01,196097,873
Warner Hotels ,ORD-00294552_Warner Hotels_History Weekends_Sept-Nov,2105455,Travel,2025-01-01,194919,133
Disney+,PG_Disney+_Zenith_The Stolen Girl_16 April - 4th May,1976741,Entertainment,2025-01-01,194493,2393
Morrisons,ORD-00287596_Morrisons Christmas 2024_Wavemaker_Nov-Dec 24,1845134,Supermarket,2024-01-01,193744,1796
Apple,ORD-00295569_Direct_Apple_SlowHorsesS5_ RT_Sept_LD,2125041,Entertainment,2025-01-01,193627,4020
Jaguar Landrover,ORD-00295165_Direct _JLR_He&S_Multibrand_Q3-2026_LD,2074264,Motoring,2025-01-01,193588,77
Nutracheck,Nutracheck,1856812,On-Demand,2024-01-01,192711,58
Nintendo,ORD-00288651 Nintendo: Echoes of Wisdom,1814079,Gaming,2024-01-01,192310,1750
Laithwaites,Marketing-house-external-partnership,2157559,Alcohol,2025-01-01,191817,35
HBO Max,ORD-00299155_HBOMAX_Radio_Times_2026,2293143,Entertainment,2026-01-01,191755,4981
Morrisons,Morrisons_W/M_JulyUpweight,2060643,Supermarket,2025-01-01,191473,5632
Cuprinol,ORD-00280426_Cuprinol_Q2 2024_Partnership_Mediahub,1580624,Health,2024-01-01,190003,98
The Walt Disney Company,PG_Disney+_Amanda Knox_Video RT,2249392,Entertainment,2025-01-01,189389,90
Live Nation,ORD-00284195_Live Nation- Spanish Riding School of Vienna,1652589,Entertainment,2024-01-01,188203,97
Alfa Romeo,ORD-00294948_Direct_Alfa Romeo_Q3_2025,2086008,Motoring,2025-01-01,187670,124
Alfa Romeo,ORD-00294948_Direct_Alfa Romeo_Q3_2025,2086008,Motoring,2025-01-01,187616,92
Morrisons,ORD-00287596_Morrisons Christmas 2024_Wavemaker_Nov-Dec 24,1845134,Supermarket,2024-01-01,187511,108
Morrisons,ORD-00287596_Morrisons Christmas 2024_Wavemaker_Nov-Dec 24,1845134,Supermarket,2024-01-01,187502,102
River Street Events,ORD-00291522_RiverStreet_3shows_20thMarch30th August,2027374,Gardening,2025-01-01,187498,621
Peugeot,ORD-00294321_Direct_Peugeot e3008_Q2_2025,2030170,Motoring,2025-01-01,186899,1898
Renault,ORD-00296021_Direct_Renault_MGOMD_R4_TG_Sept_LD,2130221,Motoring,2025-01-01,185873,795
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,185716,141
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,184803,697
Fortnum and Mason, PG_F&M Xmas25_26PMX_IMAudHigh Impact_GF_V2,2175953,Retail,2025-01-01,184358,2970
Apple,ORD-00292815/ORD-00292816_Direct_Apple_YourFriendsandNeighbours_ RT_April_LD,1980492,Entertainment,2025-01-01,182919,52
HBO Max,ORD-00299155_HBOMAX_Radio_Times_2026,2293143,Entertainment,2026-01-01,181915,1094
Immediate Media,Amazon XCM - Eclipse Takeover. 20/11/25,2187664,Retail,2025-01-01,179741,1757
TUI,ORD-00286345 _TUI_Marella Cruise digi campaign - Aug/Sep 2024,1716978,Travel,2024-01-01,179421,2507
Warner Leisure,ORD-00278268 & ORD-00278274_Warner Leisure Hotels-Q4 2023 / Q1-2 2024,1510991,Travel,2024-01-01,178777,1020
Jaguar Landrover,ORD-00292004 Direct - AUV_JLR_H&S_Feb-April 2025,1908230,Motoring,2025-01-01,178563,198
Warner Hotels ,ORD-00297387 - Warner History weekends 2026,2254240,Entertainment,2026-01-01,176525,118
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,176190,648
shell,ORD-00286771_Shell x Top Gear VPower,1733425,Motoring,2024-01-01,175715,174
Kerrygold,ORD-00292017_Kerrygold_PHDManchester_partnership2025,1959016,Food,2025-01-01,175013,213
Not On The High Street,Not On The High Street Xmas 24,1814035,Entertainment,2024-01-01,175010,137
Not On The High Street,Not On The High Street Xmas 24,1814035,Entertainment,2024-01-01,175003,147
Kerrygold,ORD-00292017_Kerrygold_PHDManchester_partnership2025,1959016,Food,2025-01-01,174992,301
Nintendo,ORD-00288651 Nintendo: Echoes of Wisdom,1814079,Gaming,2024-01-01,173950,1094
BSskyb,ORD-00295733_Sky X Netflix_Zenith_Partnership_September,2125057,Entertainment,2025-01-01,173665,1306
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,173191,122
Windsor Castle,ORD-00293267_Windsor Castle - June to August 2025,2094137,History,2025-01-01,173077,2357
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,172702,13
Apple,ORD-00290229/ORD-00290227Direct_Apple_MGOMD_RT_BadSisters_Nov_LD,1869269,Entertainment,2024-01-01,172417,49
Pernod Ricard,ORD-00291461/ORD-00291460_Dentsu_Pernod Ricard_2025,1878661,Alcohol,2025-01-01,171968,608
National Geographic,PG_Nat Geo: Megastructures_Dec 2024,1857117,Entertainment,2024-01-01,171714,0
Apple,ORD-00286876 _Direct_Apple_MGOMD_BadMonkey_Aug_LD,1721087,Entertainment,2024-01-01,171435,1602
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,171312,224
Itsu ,ORD-00287826_Direct - Itsu_Yonder_Summer Brief_Sept 2024,1748340,Food,2024-01-01,171226,36
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,170551,15
Kerrygold,ORD-00292017_Kerrygold_PHDManchester_partnership2025,1959016,Food,2025-01-01,169314,1486
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,167566,121
Abarth,ORD-00293456_Abarth 600E_Q2_TG,1974081,Motoring,2025-01-01,167402,1657
Mattel UK,ORD-00295966_Mattel_UM_Mattel Hot Wheels_15.09,2139285,Entertainment,2025-01-01,166743,608
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,166720,234
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,166705,102
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,166694,271
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,166681,296
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,166674,242
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,166673,160
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,166671,179
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,166671,155
The Walt Disney Company,PG_NatGeo_Zenith_Top_Gun_19th_September,2125006,Entertainment,2025-01-01,166669,129
The Walt Disney Company,PG_Disney_Elio_June_RON_02/06/25,2040079,Entertainment,2025-01-01,166654,1556
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,166643,140
The Walt Disney Company,PG_Disney+_Amanda Knox_Video RT,2249392,Entertainment,2025-01-01,165959,88
Carte D'Or,PG_Digi_Carte D'Or_Q2,1616515,Food,2024-01-01,165344,2685
The Walt Disney Company,Order_PG_Disney_Zenith_Hoppers,2259041,Entertainment,2026-01-01,164440,1436
The Walt Disney Company,Order_PG_Disney_Zenith_Hoppers,2259041,Entertainment,2026-01-01,164344,4032
De'Longhi,ORD-00287829_De'Longhi Manual H2 24,1785683,Food,2024-01-01,162877,3
Itsu ,ORD-00287826_Direct - Itsu_Yonder_Summer Brief_Sept 2024,1748340,Food,2024-01-01,161296,1704
Crowded House,ORD-00288258 Crowded House Aug-Sept,1744789,Entertainment,2024-01-01,160017,203
Apple,ORD-00293816_Direct_MGOMD_Apple_FountainOfYouth_ RT_May_LD,2009825,Entertainment,2025-01-01,159919,4351
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2026-01-01,159576,3918
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,159571,3814
Saga,ORD-00284736 Saga Holiday_Dentsu_Skin+Standard_Jul24,1664796,Travel,2024-01-01,158733,287
Pernod Ricard,ORD-00291461/ORD-00291460_Dentsu_Pernod Ricard_2025,1878661,Alcohol,2025-01-01,158600,840
Carte D'Or,PG_Digi_Carte D'Or_Q2,1616515,Food,2024-01-01,158346,2310
Warner Leisure,ORD-00278268 & ORD-00278274_Warner Leisure Hotels-Q4 2023 / Q1-2 2024,1510991,Travel,2024-01-01,158010,691
Diageo,ORD-00288038_(Diageo) Casamigos_Repurposed_PHD_July24June25,1777213,Alcohol,2024-01-01,157967,555
De'Longhi,ORD-00287829_De'Longhi Manual H2 24,1785683,Food,2024-01-01,157618,2327
Abarth,ORD-00293456_Abarth 600E_Q2_TG,1974081,Motoring,2025-01-01,157014,2981
Cupra,ORD-00292435 & ORD-00292441_Cupra_PHD_Formentor&BornCampaign_24-25,1945352,Motoring,2024-01-01,156865,64
Cupra,Cupra_PHD_BornCampaign_Q4,1901398,Motoring,2024-01-01,156865,64
Cupra,ORD-00292435 & ORD-00292441_Cupra_PHD_Formentor&BornCampaign_24-25,1945352,Motoring,2024-01-01,156861,206
Cupra,Cupra_PHD_BornCampaign_Q4,1901398,Motoring,2024-01-01,156861,206
Cupra,ORD-00292435 & ORD-00292441_Cupra_PHD_Formentor&BornCampaign_24-25,1945352,Motoring,2024-01-01,156854,108
Cupra,Cupra_PHD_BornCampaign_Q4,1901398,Motoring,2024-01-01,156854,108
Carte D'Or,PG_Digi_Carte D'Or_Q2,1616515,Food,2024-01-01,156677,1854
Positec Worx,ORD-00288027/ORD-00288030_Positec Q4 Burst - Worx,1876392,Gardening,2024-01-01,156267,3915
Positec Worx,ORD-00288027_Positec Q4 Burst - Worx,1804403,Gardening,2024-01-01,156267,1967
Positec Worx,ORD-00288027/ORD-00288030_Positec Q4 Burst - Worx,1876392,Gardening,2024-01-01,156267,1967
Positec Worx,ORD-00288027_Positec Q4 Burst - Worx,1804403,Gardening,2024-01-01,156267,3915
National Geographic,PG_Nat Geo: Megastructures_Dec 2024,1857117,Entertainment,2024-01-01,155636,111
De'Longhi,ORD-00287830_De'Longhi_Auto_H2_24,1785826,Food,2024-01-01,155163,1449
De'Longhi,ORD-00287829_De'Longhi Manual H2 24,1785683,Food,2024-01-01,155146,1427
De'Longhi,ORD-00287829_De'Longhi Manual H2 24,1785683,Food,2024-01-01,155138,1420
De'Longhi,ORD-00287830_De'Longhi_Auto_H2_24,1785826,Food,2024-01-01,155134,1455
De'Longhi,ORD-00287829_De'Longhi Manual H2 24,1785683,Food,2024-01-01,155118,1070
De'Longhi,ORD-00287830_De'Longhi_Auto_H2_24,1785826,Food,2024-01-01,155116,1051
Diageo,ORD-00288038_(Diageo) Casamigos_Repurposed_PHD_July24June25,1777213,Alcohol,2024-01-01,154861,723
Apple,ORD-00288525_Direct_Apple_MGOMD_RT_Wolfs_Sept_LD,1768307,Entertainment,2024-01-01,154306,1359
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,153359,201
Merchant Gourmet,ORD-00291231_Merchant Gourmet_Yonder_Good Food_January 2025,1895723,Food,2025-01-01,152729,272
Abbott,ORD-00287639_Abbott_Freestyle Libre Healthy Diet_2024,1805926,Food,2024-01-01,152716,50
P&O Cruises,ORD-00299893_P&O Cruises BAFTA award promotion_Wavemaker_Mar-Apr26,2290174,Travel,2026-01-01,151539,794
bet365,ORD-00291479_bet365 H1 2025,1900569,Gambling,2025-01-01,150187,131
bet365,ORD-00291479_bet365 H1 2025,1900569,Gambling,2025-01-01,150061,52
Centrum,ORD-00291473_Centrum_Spark_Vitamins 2025,1896853,Health,2025-01-01,150054,1625
Centrum,ORD-00291473_Centrum_Spark_Vitamins 2025,1896853,Health,2025-01-01,150029,936
Not On The High Street,Not On The High Street Xmas 24,1814035,Entertainment,2024-01-01,150019,339
Not On The High Street,Not On The High Street Xmas 24,1814035,Entertainment,2024-01-01,150014,355
Mars,ORD-00292262_MarsSprinbake2025_M&MS_Jan-April,1924981,Food,2025-01-01,150013,121
River Street Events,ORD-00291522_RiverStreet_3shows_20thMarch30th August,2027374,Gardening,2025-01-01,150011,98
River Street Events,ORD-00291522_RiverStreet_3shows_20thMarch30th August,2027374,Gardening,2025-01-01,150004,131
River Street Events,ORD-00291522_RiverStreet_3shows_20thMarch30th August,2027374,Gardening,2025-01-01,150004,112
American Pistachio,ORD-00293270/ORD-00293326_American Pistachio_Summer2025_Print_Digi_GF_GW,2005736,Food,2025-01-01,150003,180
Nacon,ORD-00287184 TestDriveUnlimited_IM_Gaming/TG/RT_Sept24,1830729,Gaming,2024-01-01,150002,1452
bet365,ORD-00291479_bet365 H1 2025,1900569,Gambling,2025-01-01,150002,82
Not On The High Street,Not On The High Street Xmas 24,1814035,Entertainment,2024-01-01,150002,290
American Pistachio,ORD-00293270/ORD-00293326_American Pistachio_Summer2025_Print_Digi_GF_GW,2005736,Food,2025-01-01,150000,317
Not On The High Street,Not On The High Street Xmas 24,1814035,Entertainment,2024-01-01,150000,204
Winalot,Winalot 2024_OpenMind_WPP,1647224,Pets,2024-01-01,150000,150
ASDA,ASDA_Spark_AV,2226535,Supermarket,2025-01-01,149995,170
Nacon,ORD-00287184 TestDriveUnlimited_IM_Gaming/TG/RT_Sept24,1830729,Gaming,2024-01-01,149989,1033
bet365,ORD-00291479_bet365 H1 2025,1900569,Gambling,2025-01-01,149987,113
Warner Leisure,ORD-00278268 & ORD-00278274_Warner Leisure Hotels-Q4 2023 / Q1-2 2024,1510991,Travel,2024-01-01,149395,1094
Centrum,ORD-00298340/ORD-00298146/ Centrum2026Partnership_Spark,2260270,Health,2026-01-01,148836,695
Inspired Villages Group Limited,ORD-00284044_Inspired Villages Soap Awards,1701686,Entertainment,2024-01-01,147976,148
Hays Travel - June ,ORD-00293796 hays Travel_ ARM_ Digital_ May,2020315,Travel,2025-01-01,147829,85
Sainsburys,ORD-00294588_Sainsbury's x Good Food TTD P2 June-August,2045562,Supermarket,2025-01-01,147646,2789
Ford,ORD-00294423 & ORD-00294461_Direct_ Digi_Ford Power Promise Part 1,2030355,Motoring,2026-01-01,147102,441
Lego UK,ORD-00285443_LEGO_INITIATIVE_DRIVE_JUNE/JULY,1722584,Parenting,2024-01-01,146310,247
National Geographic,PG_Nat Geo_Zenith_David Blaine_24/03/25,1943612,Entertainment,2025-01-01,145730,1697
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,145714,123
Nacon,ORD-00294535 Nacon_Architect Life_IM_July_RT,2064490,Gaming,2025-01-01,144975,2883
Wargaming Group Ltd,ORD-00278599_WarThunder_IM_Hist/RT_2024,1596290,Gaming,2024-01-01,144447,1385
Jaguar Landrover,ORD-00293258_Direct - JLR_Hearts & Science_Octa_Q1,1962013,Motoring,2025-01-01,144110,46
B&M,"ORD-00293391 B&M_ Dentsu_ MFM, GF_ Digi_ April",1972520,Food,2025-01-01,143939,118
Aldi,PG_Aldi_Valentines Day Feb,1907210,Food,2025-01-01,142981,1393
ORD-00288785_Opportunity Direct - Itsu_Yonder_Product Launch_Sept 2024,ORD-00288785_Opportunity Direct - Itsu_Yonder_Product Launch_Sept 2024,1833125,Food,2024-01-01,142887,138
ORD-00288785_Opportunity Direct - Itsu_Yonder_Product Launch_Sept 2024,ORD-00288785_Opportunity Direct - Itsu_Yonder_Product Launch_Sept 2024,1833125,Food,2024-01-01,142879,63
ORD-00288785_Opportunity Direct - Itsu_Yonder_Product Launch_Sept 2024,ORD-00288785_Opportunity Direct - Itsu_Yonder_Product Launch_Sept 2024,1833125,Food,2024-01-01,142871,123
ORD-00288785_Opportunity Direct - Itsu_Yonder_Product Launch_Sept 2024,ORD-00288785_Opportunity Direct - Itsu_Yonder_Product Launch_Sept 2024,1833125,Food,2024-01-01,142860,428
ORD-00288785_Opportunity Direct - Itsu_Yonder_Product Launch_Sept 2024,ORD-00288785_Opportunity Direct - Itsu_Yonder_Product Launch_Sept 2024,1833125,Food,2024-01-01,142857,153
Quickline Broadband,Quickline Broadband_ORD-00298403&ORD-00298567,2237189,Tech,2026-01-01,142857,999
Skoda,ORD-00271360 _Direct_ SkodaFleet_PHD_H2_2023_LD,1466969,Motoring,2024-01-01,141169,55
Aldi,Aldi_Christmas_25,2175479,Supermarket,2025-01-01,141133,1359
Alpen,ORD-00277683_Alpen_GetMeMedia_Nov-Sept,1601248,Food,2024-01-01,140329,4023
Jaguar Landrover,ORD-00293258_Direct - JLR_Hearts & Science_Octa_Q1,1962013,Motoring,2025-01-01,140003,842
The Crown Estate,ORD-00284347_The Crown Estate - GW 2024 Campaign,1680347,Parenting,2024-01-01,140000,5158
Cupra,ORD-00292435 & ORD-00292441_Cupra_PHD_Formentor&BornCampaign_24-25,1945352,Motoring,2025-01-01,139114,133
Pernod Ricard,ORD-00291461/ORD-00291460_Dentsu_Pernod Ricard_2025,1878661,Alcohol,2025-01-01,138676,671
Warner - Tom Kerridge,ORD-00287390_Warner_TomKerridgeShow_Sep,1775134,Entertainment,2024-01-01,138094,2224
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,138006,543
Hays Travel - Jan 2025,ORD-00291728 Hays Travel_ All response_ Digital_ NCL_ 13/01,1900544,Travel,2025-01-01,137157,86
Jaguar Landrover,ORD-00293258_Direct - JLR_Hearts & Science_Octa_Q1,1982913,Motoring,2025-01-01,136410,827
Apple,ORD-00292815/ORD-00292816_Direct_Apple_YourFriendsandNeighbours_ RT_April_LD,1980492,Entertainment,2025-01-01,136260,4008
Jaguar Landrover,ORD-00293258_Direct - JLR_Hearts & Science_Octa_Q1,1962013,Motoring,2025-01-01,135836,100
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,134769,254
Apple,ORD-00295569_Direct_Apple_SlowHorsesS5_ RT_Sept_LD,2125041,Entertainment,2025-01-01,134672,45
Disney+,PG_Disney_Inside Out 2 EHV_Aug 24,1731379,Entertainment,2024-01-01,134006,1246
Alfa Romeo,ORD-00294948_Direct_Alfa Romeo_Q3_2025,2086008,Motoring,2025-01-01,133330,58
