segment_name,platform,reach,category,description,plain_english,code,frequency,window,icon_key
Auto Intender Fans,Permutive,78065,Auto,This is a segment of users who have browsed for auto intender content at least 2 times in the last 30 days.,Regularly browses auto intender content,12921,R,30 Days,auto
RT Streaming Section Visitors Fans,Permutive,35901,Uncategorised,This is a segment of users who have browsed for rt streaming section visitors content at any point in time.,Browses rt streaming section visitors content,242848,,,uncategorised
Luton Geolocation,Permutive,98278,Geo targeting,This is a segment of users who accessed our content from a Luton geolocation in the last 30 days.,Occasionally browses related content,212527,O,30 Days,geo-targeting
Disney Lookalike,Permutive,166120,Arts & Entertainment,This is a lookalike segment based on the 'Disney Fans' seed segment.,Regularly browses related content,162417,R,All Time,arts-entertainment
The Royal Wedding Fans,Permutive,77107,Arts & Entertainment,This is a segment of users who have browsed for the royal wedding content at least once at any point in time.,Occasionally browses the royal wedding content,7086,O,All Time,arts-entertainment
Dried Fruit Fans,Permutive,33696,Food & Drink,This is a segment of users who have browsed for dried fruit content at least once at any point in time.,Occasionally browses dried fruit content,272383,O,All Time,food-drink
Exeter Geolocation,Permutive,24357,Geo targeting,This is a segment of users who accessed our content from a Exeter geolocation in the last 30 days.,Occasionally browses related content,212537,O,30 Days,geo-targeting
Gladiator 2 Film/Cast Lookalike,Permutive,483954,Arts & Entertainment,This is a lookalike segment based on the 'Gladiator 2 Film/Cast Fans' seed segment.,Occasionally browses related content,194004,O,All Time,arts-entertainment
Alternative Christmas Lookalike,Permutive,604397,Food & Drink,This is a lookalike segment based on the 'Alternative Christmas Fans' seed segment.,Regularly browses related content,187454,R,All Time,food-drink
45-54 Fans,Permutive,47,Audience Project,This is a segment of users who have browsed for 45-54 content at any point in time.,Browses 45-54 content,10876,,,audience-project
Formula 1 Fans,Permutive,58580,Arts & Entertainment,This is a segment of users who have browsed for formula 1 content at least 2 times at any point in time.,Regularly browses formula 1 content,22155,R,All Time,arts-entertainment
Psychological Thriller Fans,Permutive,394574,Arts & Entertainment,This is a segment of users who have browsed for psychological thriller content at least once at any point in time.,Occasionally browses psychological thriller content,269225,O,All Time,arts-entertainment
Summer Host - Fans,Permutive,5150821,Food & Drink,This is a segment of users who have browsed for summer host - content in the last 30 days.,Browses summer host - content,264818,,,food-drink
Nutrient-Dense Health Seekers Fans,Permutive,3404078,Food & Drinks,This is a segment of users who have browsed for nutrient-dense health seekers content at least 2 times in the last 30 days.,Regularly browses nutrient-dense health seekers content,259318,R,30 Days,food-drinks
Radio Times Fans,Permutive,6508480,Arts & Entertainment,This is a segment of users who have browsed for radio times content at least once at any point in time.,Occasionally browses radio times content,6396,O,All Time,arts-entertainment
Good Health Fans,Permutive,6799,GF,This is a segment of users who have browsed for good health content at any point in time.,Browses good health content,246163,,,gf
Queen's Jubilee Fans,Permutive,18458,Arts & Entertainment,This is a segment of users who have browsed for queen's jubilee content at least 2 times at any point in time.,Regularly browses queen's jubilee content,101057,R,All Time,arts-entertainment
Recipes with garlic superfans 10+,Permutive,92027,Food & Drink,This is a segment of users who have browsed for recipes with garlic superfans 10+ content at least 5 times at any point in time.,Frequently browses recipes with garlic superfans 10+ content,29072,F,60 days,food-drink
Challenge Skill Level Fans,Permutive,144241,Food & Drink,This is a segment of users who have browsed for challenge skill level content at least 2 times at any point in time.,Regularly browses challenge skill level content,6903,R,All Time,food-drink
Slimming world enagaged sep'21 Fans,Permutive,3,Uncategorised,This is a segment of users who have browsed for slimming world enagaged sep'21 content at any point in time.,Browses slimming world enagaged sep'21 content,83675,,,uncategorised
War Drama Fans Lookalike,Permutive,148450,Arts & Entertainment,This is a lookalike segment based on the 'War Drama Fans' seed segment.,Occasionally browses related content,242918,O,All Time,arts-entertainment
Porsche Fans,Permutive,20501,Auto,This is a segment of users who have browsed for porsche content at least 2 times at any point in time.,Regularly browses porsche content,7613,R,All Time,auto
Occasional Easy skill level bakers Fans,Permutive,36709,Food & Drink,This is a segment of users who have browsed for occasional easy skill level bakers content at least once at any point in time.,Occasionally browses occasional easy skill level bakers content,25205,O,6 Months,food-drink
Autonomous Fans,Permutive,2734,Auto,This is a segment of users who have browsed for autonomous content at least once at any point in time.,Occasionally browses autonomous content,8101,O,All Time,auto
Documentary Lookalike,Permutive,170634,Arts & Entertainment,This is a lookalike segment based on the 'Documentary Fans' seed segment.,Regularly browses related content,146964,R,90 Days,arts-entertainment
Victorian Fans,Permutive,39289,History Extra,This is a segment of users who have browsed for victorian content at any point in time.,Browses victorian content,17016,,,history-extra
Luxury Fans,Permutive,455967,Lifestyle,This is a segment of users who have browsed for luxury content at least once at any point in time.,Occasionally browses luxury content,202269,O,All Time,lifestyle
PHEV Lookalike,Permutive,110629,Auto,This is a lookalike segment based on the 'PHEV Fans' seed segment.,Occasionally browses related content,240619,O,All Time,auto
Scott Fans,Permutive,248303,Sports,This is a segment of users who have browsed for scott content at least once at any point in time.,Occasionally browses scott content,8266,O,All Time,sports
Dairy Free -Food & Drink -Analytics-Food Diet Fans,Permutive,6570,Uncategorised,This is a segment of users who have browsed for dairy free -food & drink -analytics-food diet content at any point in time.,Browses dairy free -food & drink -analytics-food diet content,15334,,,uncategorised
Urban Music Fans,Permutive,3868,Arts & Entertainment,This is a segment of users who have browsed for urban music content at least once at any point in time.,Occasionally browses urban music content,219287,O,All Time,arts-entertainment
Portsmouth Geolocation,Permutive,47051,Geo targeting,This is a segment of users who accessed our content from a Portsmouth geolocation in the last 30 days.,Occasionally browses related content,212465,O,30 Days,geo-targeting
Children under 2 years old Fans,Permutive,441152,Parenting,This is a segment of users who have browsed for children under 2 years old content at least once at any point in time.,Occasionally browses children under 2 years old content,8225,O,All Time,parenting
BBQs -Food & Drink -Analytics-Food Cuisine Fans,Permutive,114973,Uncategorised,This is a segment of users who have browsed for bbqs -food & drink -analytics-food cuisine content at any point in time.,Browses bbqs -food & drink -analytics-food cuisine content,15328,,,uncategorised
